"playerID","trialID","questionset","question","condition","correctanswer","stimuli.true","response_1","response_2","response_3","correct_1","correct_2","correct_3","gender","race","marital","eng.first.lang","eng.read","lang.home","zip","citizenship","years.in.us","enrolled","education","employed","income","hh.size","deg.minors","poli.party","poli.orient","religious","religion","edu.ordinal","income.ordinal","relig.ordinal","ideology_strength"
"XdR2wYBR4PLqQw5S6",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"2","4","13",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",14226,"UNITED STATES",35,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Definitely not","Agnosticism",3,4,1,2
"XdR2wYBR4PLqQw5S6",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"100","0","9",FALSE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",14226,"UNITED STATES",35,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Definitely not","Agnosticism",3,4,1,2
"XdR2wYBR4PLqQw5S6",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"0","3","0",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",14226,"UNITED STATES",35,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Definitely not","Agnosticism",3,4,1,2
"XdR2wYBR4PLqQw5S6",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"100","100","100",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",14226,"UNITED STATES",35,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","2","0","Democratic","Liberal","Definitely not","Agnosticism",3,4,1,2
"MDtpo9a8c5urNatbP",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"100","100","100",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Living with partner","No","Excellent","Spanish or Spanish Creole",33905,"UNITED STATES",31,"Yes, part time","Bachelor's degree","Yes, full time","$20,001 - $50,000","2","0","Democratic","Liberal","Probably yes","Protestantism",3,3,4,2
"MDtpo9a8c5urNatbP",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"28","40","40",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Living with partner","No","Excellent","Spanish or Spanish Creole",33905,"UNITED STATES",31,"Yes, part time","Bachelor's degree","Yes, full time","$20,001 - $50,000","2","0","Democratic","Liberal","Probably yes","Protestantism",3,3,4,2
"MDtpo9a8c5urNatbP",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"100","100","100",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Living with partner","No","Excellent","Spanish or Spanish Creole",33905,"UNITED STATES",31,"Yes, part time","Bachelor's degree","Yes, full time","$20,001 - $50,000","2","0","Democratic","Liberal","Probably yes","Protestantism",3,3,4,2
"MDtpo9a8c5urNatbP",40,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"1","1","1",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Living with partner","No","Excellent","Spanish or Spanish Creole",33905,"UNITED STATES",31,"Yes, part time","Bachelor's degree","Yes, full time","$20,001 - $50,000","2","0","Democratic","Liberal","Probably yes","Protestantism",3,3,4,2
"mHEZLYHYEX5tPXyKh",27,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"92","59","47",TRUE,TRUE,FALSE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Married","Yes","Excellent","English",23464,"UNITED STATES",44,"No","Some college","Yes, full time","$75,001-$100,000","2","0","Independent","Moderate","Definitely not","Agnosticism",2,5,1,1
"mHEZLYHYEX5tPXyKh",27,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"39","55","69",FALSE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Married","Yes","Excellent","English",23464,"UNITED STATES",44,"No","Some college","Yes, full time","$75,001-$100,000","2","0","Independent","Moderate","Definitely not","Agnosticism",2,5,1,1
"mHEZLYHYEX5tPXyKh",27,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"99","99","98",FALSE,FALSE,FALSE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Married","Yes","Excellent","English",23464,"UNITED STATES",44,"No","Some college","Yes, full time","$75,001-$100,000","2","0","Independent","Moderate","Definitely not","Agnosticism",2,5,1,1
"mHEZLYHYEX5tPXyKh",27,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"25","30","20",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Married","Yes","Excellent","English",23464,"UNITED STATES",44,"No","Some college","Yes, full time","$75,001-$100,000","2","0","Independent","Moderate","Definitely not","Agnosticism",2,5,1,1
"ttqTj85cZXCk7q8Rx",21,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"82","81","83",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",44904,"UNITED STATES",36,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","3-5","1-2","Democratic","Liberal","Probably not","Agnosticism",3,3,2,2
"ttqTj85cZXCk7q8Rx",21,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"72","74","75",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",44904,"UNITED STATES",36,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","3-5","1-2","Democratic","Liberal","Probably not","Agnosticism",3,3,2,2
"ttqTj85cZXCk7q8Rx",21,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"10","10","10",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",44904,"UNITED STATES",36,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","3-5","1-2","Democratic","Liberal","Probably not","Agnosticism",3,3,2,2
"ttqTj85cZXCk7q8Rx",21,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"50","50","50",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",44904,"UNITED STATES",36,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","3-5","1-2","Democratic","Liberal","Probably not","Agnosticism",3,3,2,2
"PWarFDtMJ5xgiPLQF",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"0","0","0",TRUE,TRUE,TRUE,"Male","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",90201,"UNITED STATES",25,"No","Some college","No","$10,000 - $20,000","More than 5","1-2","No.ID","Moderate","Definitely not","Atheism",2,2,1,1
"PWarFDtMJ5xgiPLQF",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"25","20","40",TRUE,TRUE,TRUE,"Male","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",90201,"UNITED STATES",25,"No","Some college","No","$10,000 - $20,000","More than 5","1-2","No.ID","Moderate","Definitely not","Atheism",2,2,1,1
"PWarFDtMJ5xgiPLQF",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"75","65","75",TRUE,TRUE,TRUE,"Male","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",90201,"UNITED STATES",25,"No","Some college","No","$10,000 - $20,000","More than 5","1-2","No.ID","Moderate","Definitely not","Atheism",2,2,1,1
"PWarFDtMJ5xgiPLQF",19,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"9","15","15",FALSE,FALSE,FALSE,"Male","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Single, never married","Yes","Excellent","English",90201,"UNITED STATES",25,"No","Some college","No","$10,000 - $20,000","More than 5","1-2","No.ID","Moderate","Definitely not","Atheism",2,2,1,1
"vvX5MEDXPnu3dMnai",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"22","22","21",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Separated","Yes","Excellent","English",95616,"UNITED STATES",28,"Yes, full time","Master's degree","Yes, part time","$20,001 - $50,000","1","0","Independent","Conservative","Definitely yes","Protestantism",4,3,5,2
"vvX5MEDXPnu3dMnai",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"0","0","0",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Separated","Yes","Excellent","English",95616,"UNITED STATES",28,"Yes, full time","Master's degree","Yes, part time","$20,001 - $50,000","1","0","Independent","Conservative","Definitely yes","Protestantism",4,3,5,2
"vvX5MEDXPnu3dMnai",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"26","23","25",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Separated","Yes","Excellent","English",95616,"UNITED STATES",28,"Yes, full time","Master's degree","Yes, part time","$20,001 - $50,000","1","0","Independent","Conservative","Definitely yes","Protestantism",4,3,5,2
"vvX5MEDXPnu3dMnai",24,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"0","4","8",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Separated","Yes","Excellent","English",95616,"UNITED STATES",28,"Yes, full time","Master's degree","Yes, part time","$20,001 - $50,000","1","0","Independent","Conservative","Definitely yes","Protestantism",4,3,5,2
"W4YGwZaao4HXv2cuL",42,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"91","60","60",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",3329,"UNITED STATES",26,"Yes, full time","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Republican","Conservative","Probably yes","Catholicism",3,5,4,2
"W4YGwZaao4HXv2cuL",42,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"90","50","40",TRUE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",3329,"UNITED STATES",26,"Yes, full time","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Republican","Conservative","Probably yes","Catholicism",3,5,4,2
"W4YGwZaao4HXv2cuL",42,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"19","40","40",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",3329,"UNITED STATES",26,"Yes, full time","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Republican","Conservative","Probably yes","Catholicism",3,5,4,2
"W4YGwZaao4HXv2cuL",42,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"73","63","61",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",3329,"UNITED STATES",26,"Yes, full time","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Republican","Conservative","Probably yes","Catholicism",3,5,4,2
"t6uMTpwzuWoZKriL3",7,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"22","29","31",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",43056,"UNITED STATES",31,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","3-5","1-2","Democratic","Moderate","Probably yes","Catholicism",3,6,4,1
"t6uMTpwzuWoZKriL3",7,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"64","65","66",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",43056,"UNITED STATES",31,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","3-5","1-2","Democratic","Moderate","Probably yes","Catholicism",3,6,4,1
"t6uMTpwzuWoZKriL3",7,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"36","36","32",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",43056,"UNITED STATES",31,"No","Bachelor's degree","Yes, full time","$100,001 - $150,000","3-5","1-2","Democratic","Moderate","Probably yes","Catholicism",3,6,4,1
"KKC2r4q32ghWP7s49",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"82","80","91",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",30165,"UNITED STATES",21,"Yes, full time","Some college","Yes, part time","$20,001 - $50,000","1","0","Republican","Very conservative","Definitely yes","Protestantism",2,3,5,3
"KKC2r4q32ghWP7s49",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"33","25","25",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",30165,"UNITED STATES",21,"Yes, full time","Some college","Yes, part time","$20,001 - $50,000","1","0","Republican","Very conservative","Definitely yes","Protestantism",2,3,5,3
"KKC2r4q32ghWP7s49",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"94","100","100",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",30165,"UNITED STATES",21,"Yes, full time","Some college","Yes, part time","$20,001 - $50,000","1","0","Republican","Very conservative","Definitely yes","Protestantism",2,3,5,3
"KKC2r4q32ghWP7s49",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"5","5","5",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",30165,"UNITED STATES",21,"Yes, full time","Some college","Yes, part time","$20,001 - $50,000","1","0","Republican","Very conservative","Definitely yes","Protestantism",2,3,5,3
"pHXiqL6wi6AdGCGSF",41,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"75","72","64",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",55412,"UNITED STATES",31,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","3-5","1-2","Independent","Conservative","Definitely yes","Catholicism",3,4,5,2
"pHXiqL6wi6AdGCGSF",41,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"35","31","30",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",55412,"UNITED STATES",31,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","3-5","1-2","Independent","Conservative","Definitely yes","Catholicism",3,4,5,2
"pHXiqL6wi6AdGCGSF",41,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"55","57","64",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",55412,"UNITED STATES",31,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","3-5","1-2","Independent","Conservative","Definitely yes","Catholicism",3,4,5,2
"pHXiqL6wi6AdGCGSF",41,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"31","30","30",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Married","Yes","Excellent","English",55412,"UNITED STATES",31,"No","Bachelor's degree","Yes, full time","$50,001- $75,000","3-5","1-2","Independent","Conservative","Definitely yes","Catholicism",3,4,5,2
"tGokxc4SMEha78HBy",34,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"90","85","85",FALSE,FALSE,FALSE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Living with partner","Yes","Excellent","English",32725,"UNITED STATES",34,"No","Some college","No","$20,001 - $50,000","3-5","1-2","No.ID","Moderate","Definitely not","I do not identify with any of these",2,3,1,1
"tGokxc4SMEha78HBy",34,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"50","50","50",FALSE,FALSE,FALSE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Living with partner","Yes","Excellent","English",32725,"UNITED STATES",34,"No","Some college","No","$20,001 - $50,000","3-5","1-2","No.ID","Moderate","Definitely not","I do not identify with any of these",2,3,1,1
"tGokxc4SMEha78HBy",34,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"90","100","100",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Living with partner","Yes","Excellent","English",32725,"UNITED STATES",34,"No","Some college","No","$20,001 - $50,000","3-5","1-2","No.ID","Moderate","Definitely not","I do not identify with any of these",2,3,1,1
"tGokxc4SMEha78HBy",34,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"21","20","20",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Living with partner","Yes","Excellent","English",32725,"UNITED STATES",34,"No","Some college","No","$20,001 - $50,000","3-5","1-2","No.ID","Moderate","Definitely not","I do not identify with any of these",2,3,1,1
"WNFPqCiPfi6BAgbvT",28,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"1","6","5",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",98102,"UNITED STATES",45,"No","Master's degree","Yes, part time","$20,001 - $50,000","1","0","Democratic","Very liberal","Definitely not","Agnosticism",4,3,1,3
"WNFPqCiPfi6BAgbvT",28,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"5","6","7",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",98102,"UNITED STATES",45,"No","Master's degree","Yes, part time","$20,001 - $50,000","1","0","Democratic","Very liberal","Definitely not","Agnosticism",4,3,1,3
